Age;Sexe ;Province;statut_matrimonial ;Duree_stage;University;Avoir_deja_entendu_cancer;source_information_cancer ;source_information_cancer_Formation_medicale;source_information_cancer_Medias;source_information_cancer_Famille_Amis;source_information_cancer_Litterature_scientifique_Livres ;source_information_cancer_Experience_clinique _durant_mon _Stages;source_information_cancer_Autre;Si-Autre_precision;Caracteristic_cancer;Caracteristic_cancer_Une_infection_aigue;Caracteristic_cancer_Une proliferation_incontrolee_de cellules_anormales;Caracteristic_cancer_Une_inflammation passagere;Caracteristic_cancer_Une reaction_allergique;Caracteristic_cancer_Autre;Si_autre_precision;Type_de_cancer_connu ;Type_de_cancer_connu_Cancer_colorectal ;Type_de_cancer_connu_Leucémie ;Type_de_cancer_connu_Retinoblastome ;Type_de_cancer_connu_cancer_du_sein ;Type_de_cancer_connu_Lymphome ;Type_de_cancer_connuMeduloblastome ;Type_de_cancer_connu_cancer_uterus ;Type_de_cancer_connu_cancer_des_ovaires ;Type_de_cancer_connu_cancer_de_poumons ;Type_de_cancer_conn_Cancer_prostate ;Type_de_cancer_connu_cancer_peau ;Type_de_cancer_connu_Aucun;Type_de_cancer_connu_Autre;Type_de_cancer_connu_Si_autre_precision;principaux_facteurs_de_risque ;principaux_facteurs_de_risque_Tabagiste ;principaux_facteurs_de_risque_Consomation_d_alocool ;principaux_facteurs_de_risque_Mauvaise_alimentation;principaux_facteurs_de_risque_Manque_d_exercice_physique;principaux_facteurs_de_risque_Infections;principaux_facteurs_de_risque_Exposition_substances chimiques;principaux_facteurs_de_risque_genetique_hereditaire;principaux_facteurs_de_risque_Vieillissement;principaux_facteurs_de_risque_Mythes culturels_sorcellerie;principaux_facteurs_de_risque_Aucun;principaux_facteurs_de_risque_je_ne_sais_pas ;principaux_facteurs_de_risque_Autre;principaux_facteurs_de_risque_Si_autre_precision;Le_cancer_touche_uniquement_les_personnes_agees;La _detection_precoce ameliore_les_resultats_du_traitement;Le_tabagisme_est_la_cause_la_plus_frequente du_cancer;Certaines_vaccination_peuvent_prevenir_certains_cancers;utilisation_d_Ecrans_solaires_reduit le_cancer_de_la_peau;Le_cancer_est_toujours_hereditaire;Le_cancer_du_sein_peut toucher_les hommes;Hpylori_peut_conduire_au_cancer_gastrique;les_moyens_de_prevention_ou_de_depistage_du_cancer;les_moyens_de_prevention_ou_de_depistage_du_cancer_Vaccination;les_moyens_de_prevention_ou_de_depistage_du_cancer_Depistage_regulier;les_moyens_de_prevention_ou_de_depistage_du_cancer_Arret_du_tabac;les_moyens_de_prevention_ou_de_depistage_du_cancer_Alimentation_saine_et_exercice_physique ;les_moyens_de_prevention_ou_de_depistage_du_cancer_Evitement_des expositions_environnementales;les_moyens_de_prevention_ou_de_depistage_du_cancer_Examen_genetiques_pour_les_familles_a_risque;les_moyens_de_prevention_ou_de_depistage_du_cancer_Aucun ;les_moyens_de_prevention_ou_de_depistage_du_cancer_Autre;les_moyens_de_prevention_ou_de_depistage_du_cancer_Si autre_precision;La_vaccination_contre_le_HPV_est_prioritairement_recommandee_chez; Pense_que le_cancer_peut_etre gueri ;si_vrai_Quand;modalites_therapeutiques ;modalites_therapeutiques_Chirurgie ;modalites_therapeutiques_Chimiotherapie ;modalites_therapeutiques_Immunotherapie ;modalites_therapeutiques_Therapie_cible ;modalites_therapeutiques_Radiotherapie ;modalites_therapeutiques_traitement_paliatif ;modalites_therapeutiques_Traitement_traditionnel;modalites_therapeutiques_je_ne_sais_pas ;modalites_therapeutiques_Autre;modalites_therapeutique_Si_autre_precision;role_principal_des_soins_palliatifs;Si_autre_precision;principales_causes_de_la_mortalite_elevee_due_au_cancer_en_RDC  ;principales_causes_Diagnostic_tardif ;principales_causes_Manque_d_acces_aux_traitements ;principales_causes_Insuffisance_de_ressources;principales_causes_Niveau_d_education_de_la_population_bas ;principales_causes_Facteurs_socioculturels;principales_causes_Pauvrete_Manque de_moyens_financiers  ;principales_causes_Je_ne sais_pas;principales_causes_Aucun;principales_causes_Autre;principales_causes_Si_autre_precision;Pensez_vous_que_la_prevention_le_diagnostic_et_la_prise_en_charge_du_cancer_sont_adequates_en_RDC;Si_Non_Quels_sont_les_raison;Mesure_de_prevation_prioritaire_proposee_pour_lutter_cont_le_cancer_en_RDC;Niveau_de_priorite_accordee_a_la_lutte_contre_le_cancer_en_RDC;Pensez_vous_que_le_cancer_est_un_probleme_majeur_de_sante_publique_dans_la_sous_region_du_Kivu;Influence_des_mythes_et_traditions_sur_sur_la_gestion_du_cancer;votre_perception_generale_du_cancer;antecedent_personnel_de_cancer;antecedent_familial_de_cancer;Relation_avec_la_personne_atteinte;mode_de_traitement_observe_ou_vecu ;Evolution_observee;Poposition_pour_ameliorer_la_lutte_contre_le_cancer_dans_la_sous_region_du_Kivu
24;Feminin ;Sud kivu;celibataire ;5;Universite Evangelique en Afrique ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Consomation d'alocool  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;1;0;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Je ne sais pas ;VRAI;Je ne sais pas ;Faux ;Je ne sais pas ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;0;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie ;1;1;1;1;1;0;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Pauvreté / Manque de moyens financiers  ;1;1;1;0;0;1;0;0;0;;Non;La RDC n’a pas des équipements et les personnes spécialisés pour cette prise en charge;Dépistage( surtout quand il existe de facteurs héréditaires), vaccination, exercice physique et éducation de la population;5;VRAI;Oui , moderement ;Une maladie;Non ;Non;;;;Dépistage, vaccination, formation spécialisé dans le domaine de l’oncologie, des hôpitaux spécialisé et les matériels nécessaires
24;Feminin ;Sud kivu;celibataire ;5;Universite Evangelique en Afrique ;OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet) Littérature scientifique / Livres ;1;1;0;1;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau  Autre;1;1;1;1;1;1;1;1;1;1;1;0;1;Cancer du larynx, etc.;Tabagiste  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;0;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Je ne sais pas ;Faux ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;0;1;1;0;0;;Filles avant le début de la vie sexuelle;Je ne sais pas ;;Chirurgie  Chimiotherapie  Radiotherapie  traitement paliatif  Traitement traditionnel / Herbes ;1;1;0;0;1;1;1;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Non;Non accessibilité aux moyens de prévention par la population,  des fois même ces moyens de prévention n'existent pas, population non éduquée, etc.;Le dépistage précoce des mersonnes à risque,  l'éducation sur l'utilisation de certains médicaments,  éduquer la population à faire des dépistages fréquemment et toujours consulter un médecin avant d'utiliser certains médicaments.;1;VRAI;Oui , beaucoup;Quand c'est déjà un cancer, le traitement peut être difficile mais je ne la qualifierai pas de maudite;Non ;Non;;;;D'avoir l'implication du gouvernement congolais dans l'éducation et dépistage des cancers dans la population,  disponibiliser les moyens de prévention et améliorer le système de santé dans nos régions.
30;Masculin;Sud kivu;celibataire ;7;Universite Evangelique en Afrique ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; Leucémie   Retinoblastome   cancer du sein  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate ;0;1;1;1;0;0;1;1;1;1;0;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C);1;0;0;0;1;0;0;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;VRAI;Je ne sais pas ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac;1;1;1;0;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  traitement paliatif ;1;1;1;0;0;1;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Pauvreté / Manque de moyens financiers  ;0;0;0;0;0;1;0;0;0;;Je ne sais pas;;L'accès facile aux soins médicaux;4;VRAI;Oui , moderement ;Non;Non ;Non;;;;Diagnostic précoce, dépistage régulier et réduction des frais médicaux
26;Masculin;Sud kivu;celibataire ;9;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale Littérature scientifique / Livres  Expérience clinique  durant mon  Stages;1;0;0;1;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   cancer du sein  cancer de l'uterus  cancer des ovaires  Cancer de la prostate ;1;0;0;1;0;0;1;1;0;1;0;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C) Vieillissement ( age );1;0;0;0;1;0;0;1;0;0;0;0;;Faux ;Faux ;Vrai ;VRAI;Je ne sais pas ;Faux ;Je ne sais pas ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique ;1;1;1;1;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie ;1;1;0;0;1;0;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Diagnostic tardif  Niveau d'education de la population bas ;1;0;0;1;0;0;0;0;0;;Non;Sous équipement pour diagnostic;Moyen;2;Faux ;Oui , moderement ;Nob maladie comme autre;Non ;Non;;;;Diagnostic précoce
25;Feminin ;Sud kivu;celibataire ;9;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet) Littérature scientifique / Livres  Expérience clinique  durant mon  Stages;1;1;0;1;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires Vieillissement ( age );1;0;0;0;1;1;1;1;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;VRAI;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;0;1;1;0;0;;Femmes de plus de 50 ans ;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Radiotherapie  traitement paliatif ;1;1;1;0;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Non;Niveau socio-économique, pas de dépistage, retard du diagnostic;Le dépistage systatique, vaccination, alimentation saine, arrêt du tabac;2;VRAI;Oui , beaucoup;C'est une maladie traitble si la découverte est précoce;Non ;Non;;;;Dépistage systématique, alimentation saine, vaccination etc
24;Masculin;Nord kivu;celibataire ;8;Universite Libre des grand LACS ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Consomation d'alocool  Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires Vieillissement ( age );1;1;0;0;0;1;1;1;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;1;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie ;1;1;1;1;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge );1;1;1;0;0;0;0;0;0;;Non;Manque de ressources;Communication efficace et financement des services de santé;1;VRAI;Oui , moderement ;Mauvais sort;Non ;Non;;;;Former des professionnels, éducation sanitaire et équiper les hôpitaux
28;Masculin;Sud kivu;celibataire ;9;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale Littérature scientifique / Livres  Expérience clinique  durant mon  Stages;1;0;0;1;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;0;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;Je ne sais pas ;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;0;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie  traitement paliatif ;1;1;1;1;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Non;Négligence et mauvaise foi des decidants;Dépistage des personnes à risque, équipement des infrastructures hospitalières;1;VRAI;Oui , moderement ;Une maladie comme les autres, et donc traitable si diagnostic précoces;Non ;Non;;;;Formation des prestataires en oncologie, équipé les structures sanitaires
28;Masculin;Sud kivu;celibataire ;9;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale Expérience clinique  durant mon  Stages;1;0;0;0;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; Leucémie   Lymphome  Cancer de la prostate ;0;1;0;0;1;0;0;0;0;1;0;0;0;;Tabagiste  Consomation d'alocool  Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;1;0;0;0;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;Faux ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Évitement des expositions environnementales;1;1;1;0;1;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Therapie cible  Radiotherapie ;1;1;0;1;1;0;0;0;0;;Soutenir l’accompagnement psychologique et spirituel;;Diagnostic tardif  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas ;1;0;1;1;0;0;0;0;0;;Non;Manque de personnel medical specialisé dans la prise encharge et manque d'equipememts;Depistage , vaccination et information la population;1;VRAI;Oui , beaucoup;Traitable;Non ;Non;;;;Depistage et information de la population sur l'existence du cancers
26;Masculin;Sud kivu;celibataire ;9;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;cancer de l'uterus ;0;0;0;0;0;0;1;0;0;0;0;0;0;;Infections (e.g., HPV, hépatite B/C);0;0;0;0;1;0;0;0;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;Je ne sais pas ;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac;1;1;1;0;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Therapie cible  Radiotherapie ;1;1;0;1;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;0;1;1;0;0;0;;Non;Le diagnostic est tardif et prise en charge inadéquate suite au manque de moyens;Faire des campagnes de sensibilisation pour expliquer à la population l'intérêt d'un dépistage et diagnostic précoce;5;VRAI;Oui , beaucoup;C'est une maladie traitable si diagnostiquée précocement;Non ;Non;;;;Sensibiliser la population au dépistage et de doter les hôpitaux des moyens de diagnostic et de prise en charge.
27;Masculin;Sud kivu;celibataire ;10;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;0;1;1;1;0;0;;Tabagiste  Facteurs génétiques / Héréditaires;1;0;0;0;0;0;1;0;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;VRAI;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Examen genetiques pour les familles a risque;1;1;1;0;0;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie  traitement paliatif ;1;1;1;1;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Niveau d'education de la population bas ;1;0;0;1;0;0;0;0;0;;Oui;;Dépistage précoce;5;VRAI;Oui , beaucoup;Traitable;Non ;Non;;;;Education sociale
28;Masculin;Nord kivu;celibataire ;10;Universite GOMA ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  cancer des ovaires  cancer de poumons  Cancer de la prostate ;1;1;1;1;1;0;0;1;1;1;0;0;0;;Tabagiste  Mauvaise alimentation (e.g., excès de viande rouge, faible en fruits/légumes) Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;1;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;Je ne sais pas ;Faux ;Je ne sais pas ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;1;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Radiotherapie ;1;1;1;0;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements ;1;1;0;0;0;0;0;0;0;;Non;Manque de centre spécialisé;Dépistage précoce et sensibilisations;3;Je ne sais pas ;Oui , moderement ;Maladie contrôlable mais pas toujours curable;Non ;Non;;;;Sensibilisations,Dépistage, vaccination, disponibilité de centre spécialisé
28;Masculin;Sud kivu;celibataire ;10;Universite GOMA ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Cancer de la prostate  cancer de la peau ;1;1;1;1;0;0;0;0;0;1;1;0;0;;Tabagiste  Mauvaise alimentation (e.g., excès de viande rouge, faible en fruits/légumes) Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;1;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Je ne sais pas ;VRAI;Faux ;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;1;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie  traitement paliatif ;1;1;0;0;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Non;Diagnostic tardif et prise en plateau thérapeutique limité;Dépistage précoce;4;VRAI;Oui , moderement ;Traitable;Non ;Non;;;;Sensibilisation pour dépistage et amélioration de la prise en charge
26;Masculin;Sud kivu;celibataire ;15;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; cancer du sein  Lymphome  cancer de l'uterus  Cancer de la prostate ;0;0;0;1;1;0;1;0;0;1;0;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C);1;0;0;0;1;0;0;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;Je ne sais pas ;VRAI;Vaccination (e.g., contre HPV) Arrêt du tabac;1;0;1;0;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie ;1;1;0;0;0;0;0;0;0;;Être intégrés précocement dans la prise en charge des cancers avancés;;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Je ne sais pas;;Dépistage précoce;3;VRAI;Oui , moderement ;Traitable;Non ;Non;;;;Organisation des journées de dépistage
27;Masculin;Sud kivu;celibataire ;10;Universite GOMA ;OUI;Littérature scientifique / Livres ;0;0;0;1;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; cancer du sein ;0;0;0;1;0;0;0;0;0;0;0;0;0;;Tabagiste  Mauvaise alimentation (e.g., excès de viande rouge, faible en fruits/légumes) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires Vieillissement ( age );1;0;1;0;0;1;1;1;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales;1;0;1;1;1;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Radiotherapie  traitement paliatif ;1;1;1;0;1;1;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge );1;1;1;0;0;0;0;0;0;;Non;Dépistage tardif;Créer les centres de traitement de cancérologie;2;VRAI;Non ;Traitable;Non ;Non;;;;Dépistage
28;Masculin;Sud kivu;celibataire ;10;Universite GOMA ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; cancer du sein  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate ;0;0;0;1;0;0;1;1;1;1;0;0;0;;Tabagiste  Facteurs génétiques / Héréditaires;1;0;0;0;0;0;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;VRAI;VRAI;Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique ;0;1;1;1;0;0;0;0;;Femmes de plus de 50 ans ;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie ;1;1;0;0;1;0;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Diagnostic tardif  Manque d'accès aux traitements  Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;0;1;1;1;0;0;0;;Oui;;Dépistage précoce;2;VRAI;Oui , beaucoup;Traitable;Non ;Non;;;;Faire le dépistage précoce.
25;Feminin ;Sud kivu;celibataire ;5;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; Leucémie  ;0;1;0;0;0;0;0;0;0;0;0;0;0;;Tabagiste ;1;0;0;0;0;0;0;0;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;Faux ;Faux ;Faux ;Je ne sais pas ;Dépistage régulier (e.g., mammographie, frottis cervical);0;1;0;0;0;0;0;0;;Patients avec un cancer cervical ou autre type ;VRAI;si detecte et pris en charge au stade precoce ;Chimiotherapie ;0;1;0;0;0;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Je ne sais pas;;Le dépistage;1;Je ne sais pas ;Je ne sais pas ;Traitable;Non ;Non;;;;Dépistage
