Age;Sexe ;Province;statut_matrimonial ;Duree_stage;University;Avoir_deja_entendu_cancer;source_information_cancer ;source_information_cancer_Formation_medicale;source_information_cancer_Medias;source_information_cancer_Famille_Amis;source_information_cancer_Litterature_scientifique_Livres ;source_information_cancer_Experience_clinique _durant_mon _Stages;source_information_cancer_Autre;Si-Autre_precision;Caracteristic_cancer;Caracteristic_cancer_Une_infection_aigue;Caracteristic_cancer_Une proliferation_incontrolee_de cellules_anormales;Caracteristic_cancer_Une_inflammation passagere;Caracteristic_cancer_Une reaction_allergique;Caracteristic_cancer_Autre;Si_autre_precision;Type_de_cancer_connu ;Type_de_cancer_connu_Cancer_colorectal ;Type_de_cancer_connu_Leucémie ;Type_de_cancer_connu_Retinoblastome ;Type_de_cancer_connu_cancer_du_sein ;Type_de_cancer_connu_Lymphome ;Type_de_cancer_connuMeduloblastome ;Type_de_cancer_connu_cancer_uterus ;Type_de_cancer_connu_cancer_des_ovaires ;Type_de_cancer_connu_cancer_de_poumons ;Type_de_cancer_conn_Cancer_prostate ;Type_de_cancer_connu_cancer_peau ;Type_de_cancer_connu_Aucun;Type_de_cancer_connu_Autre;Type_de_cancer_connu_Si_autre_precision;principaux_facteurs_de_risque ;principaux_facteurs_de_risque_Tabagiste ;principaux_facteurs_de_risque_Consomation_d_alocool ;principaux_facteurs_de_risque_Mauvaise_alimentation;principaux_facteurs_de_risque_Manque_d_exercice_physique;principaux_facteurs_de_risque_Infections;principaux_facteurs_de_risque_Exposition_substances chimiques;principaux_facteurs_de_risque_genetique_hereditaire;principaux_facteurs_de_risque_Vieillissement;principaux_facteurs_de_risque_Mythes culturels_sorcellerie;principaux_facteurs_de_risque_Aucun;principaux_facteurs_de_risque_je_ne_sais_pas ;principaux_facteurs_de_risque_Autre;principaux_facteurs_de_risque_Si_autre_precision;Le_cancer_touche_uniquement_les_personnes_agees;La _detection_precoce ameliore_les_resultats_du_traitement;Le_tabagisme_est_la_cause_la_plus_frequente du_cancer;Certaines_vaccination_peuvent_prevenir_certains_cancers;utilisation_d_Ecrans_solaires_reduit le_cancer_de_la_peau;Le_cancer_est_toujours_hereditaire;Le_cancer_du_sein_peut toucher_les hommes;Hpylori_peut_conduire_au_cancer_gastrique;les_moyens_de_prevention_ou_de_depistage_du_cancer;les_moyens_de_prevention_ou_de_depistage_du_cancer_Vaccination;les_moyens_de_prevention_ou_de_depistage_du_cancer_Depistage_regulier;les_moyens_de_prevention_ou_de_depistage_du_cancer_Arret_du_tabac;les_moyens_de_prevention_ou_de_depistage_du_cancer_Alimentation_saine_et_exercice_physique ;les_moyens_de_prevention_ou_de_depistage_du_cancer_Evitement_des expositions_environnementales;les_moyens_de_prevention_ou_de_depistage_du_cancer_Examen_genetiques_pour_les_familles_a_risque;les_moyens_de_prevention_ou_de_depistage_du_cancer_Aucun ;les_moyens_de_prevention_ou_de_depistage_du_cancer_Autre;les_moyens_de_prevention_ou_de_depistage_du_cancer_Si autre_precision;La_vaccination_contre_le_HPV_est_prioritairement_recommandee_chez; Pense_que le_cancer_peut_etre gueri ;si_vrai_Quand;modalites_therapeutiques ;modalites_therapeutiques_Chirurgie ;modalites_therapeutiques_Chimiotherapie ;modalites_therapeutiques_Immunotherapie ;modalites_therapeutiques_Therapie_cible ;modalites_therapeutiques_Radiotherapie ;modalites_therapeutiques_traitement_paliatif ;modalites_therapeutiques_Traitement_traditionnel;modalites_therapeutiques_je_ne_sais_pas ;modalites_therapeutiques_Autre;modalites_therapeutique_Si_autre_precision;role_principal_des_soins_palliatifs;Si_autre_precision;principales_causes_de_la_mortalite_elevee_due_au_cancer_en_RDC  ;principales_causes_Diagnostic_tardif ;principales_causes_Manque_d_acces_aux_traitements ;principales_causes_Insuffisance_de_ressources;principales_causes_Niveau_d_education_de_la_population_bas ;principales_causes_Facteurs_socioculturels;principales_causes_Pauvrete_Manque de_moyens_financiers  ;principales_causes_Je_ne sais_pas;principales_causes_Aucun;principales_causes_Autre;principales_causes_Si_autre_precision;Pensez_vous_que_la_prevention_le_diagnostic_et_la_prise_en_charge_du_cancer_sont_adequates_en_RDC;Si_Non_Quels_sont_les_raison;Mesure_de_prevation_prioritaire_proposee_pour_lutter_cont_le_cancer_en_RDC;Niveau_de_priorite_accordee_a_la_lutte_contre_le_cancer_en_RDC;Pensez_vous_que_le_cancer_est_un_probleme_majeur_de_sante_publique_dans_la_sous_region_du_Kivu;Influence_des_mythes_et_traditions_sur_sur_la_gestion_du_cancer;votre_perception_generale_du_cancer;antecedent_personnel_de_cancer;antecedent_familial_de_cancer;Relation_avec_la_personne_atteinte;mode_de_traitement_observe_ou_vecu ;Evolution_observee;Poposition_pour_ameliorer_la_lutte_contre_le_cancer_dans_la_sous_region_du_Kivu
22;Feminin ;Sud kivu;celibataire ;3;Universite Officielle de Bukavu ( UOB);OUI;Famille / Amis;0;0;1;0;0;0;;Une infection aiguë;1;0;0;0;0;; cancer du sein  cancer des ovaires  Cancer de la prostate ;0;0;0;1;0;0;0;1;0;1;0;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;0;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;Je ne sais pas ;Je ne sais pas ;Vaccination (e.g., contre HPV) Arrêt du tabac Alimentation saine et exercice physique  Examen genetiques pour les familles a risque;1;0;1;1;0;1;0;0;;Femmes de plus de 50 ans ;VRAI;si detecte et pris en charge au stade precoce ;Chimiotherapie ;0;1;0;0;0;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements ;1;1;0;0;0;0;0;0;0;;Je ne sais pas;;La vaccination;2;VRAI;Je ne sais pas ;Traitable;Non ;Oui;Un parent ;;;La sensibilisation au vaccin et au consultation régulière
26;Masculin;Sud kivu;celibataire ;9;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  cancer de poumons  Cancer de la prostate ;1;1;1;1;1;0;0;0;1;1;0;0;0;;Tabagiste  Consomation d'alocool  Mauvaise alimentation (e.g., excès de viande rouge, faible en fruits/légumes) Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;1;1;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Faux ;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Alimentation saine et exercice physique ;1;1;0;1;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si pris en charge dans un centre specialise de cancerologie ;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie ;1;1;1;1;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Pauvreté / Manque de moyens financiers  ;1;1;1;1;0;1;0;0;0;;Non;Manque des moyens financiers;Dépistage précoce;2;VRAI;Oui , beaucoup;Non;Non ;Non;;;;Sensibiliser les populations pour la prévention des certains cancers
35;Feminin ;Sud kivu;Marié;9;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet) Famille / Amis Littérature scientifique / Livres  Expérience clinique  durant mon  Stages;1;1;1;1;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Consomation d'alocool  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;1;0;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;Faux ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Examen genetiques pour les familles a risque;1;1;1;0;0;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie  traitement paliatif ;1;1;0;0;1;1;0;0;0;;Soutenir l’accompagnement psychologique et spirituel;;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Oui;;Le dépistage précoce;5;VRAI;Oui , beaucoup;Maladie traitable;Non ;Non;;;;Le dépistage précoce
25;Feminin ;Sud kivu;celibataire ;9;Universite Officielle de Bukavu ( UOB);OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Mauvaise alimentation (e.g., excès de viande rouge, faible en fruits/légumes) Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;1;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Je ne sais pas ;VRAI;Je ne sais pas ;Faux ;VRAI;Je ne sais pas ;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales;1;1;1;1;1;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Radiotherapie ;1;1;1;0;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge );1;1;1;0;0;0;0;0;0;;Non;Maque des vaccins, le diagnostic est posé tardivement et les médicaments sont inaccessibles;Disponibiliser des mesures accessibles pour le dépistage pour tous;1;VRAI;Je ne sais pas ;Traitable;Non ;Non;;;;Un dépistage gratuite serait bénéfique pour un diagnostic précoce
29;Masculin;Nord kivu;celibataire ;10;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale Littérature scientifique / Livres  Expérience clinique  durant mon  Stages;1;0;0;1;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Consomation d'alocool  Mauvaise alimentation (e.g., excès de viande rouge, faible en fruits/légumes) Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;1;1;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;1;1;1;0;0;;Femmes de plus de 50 ans ;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie ;1;1;0;0;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Pauvreté / Manque de moyens financiers  ;1;0;0;0;0;1;0;0;0;;Non;Diagnostics souvent tardifs;Dépistage;3;VRAI;Non ;Traitable;Non ;Oui;Un frere /soeur ;;;Sensibilisation sur le dépistage et le caractère curable si diagnostic et traitement précoces
25;Feminin ;Nord kivu;celibataire ;13;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet) Littérature scientifique / Livres  Expérience clinique  durant mon  Stages;1;1;0;1;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   cancer du sein  cancer de l'uterus  cancer de poumons  Cancer de la prostate ;1;0;0;1;0;0;1;0;1;1;0;0;0;;Tabagiste  Exposition à des substances chimiques / Pollution de la nature;1;0;0;0;0;1;0;0;0;0;0;0;;Je ne sais pas ;VRAI;Vrai ;VRAI;VRAI;Faux ;Faux ;Faux ;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Examen genetiques pour les familles a risque;1;1;1;0;0;1;0;0;;Filles avant le début de la vie sexuelle;Faux ;;Chimiotherapie ;0;1;0;0;0;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Niveau d'education de la population bas  Pauvreté / Manque de moyens financiers  ;1;0;0;1;0;1;0;0;0;;Je ne sais pas;;Arrêt du tabac;5;VRAI;Non ;Traitable;Non ;Non;;;;La prévention
30;Masculin;Nord kivu;celibataire ;14;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;0;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Faux ;Faux ;Je ne sais pas ;Faux ;Faux ;VRAI;Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Examen genetiques pour les familles a risque;0;1;1;0;0;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Radiotherapie  traitement paliatif ;1;1;1;0;1;1;0;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge );0;0;1;0;0;0;0;0;0;;Non;Manque des moyens;Éviter les facteurs de risque;4;Faux ;Je ne sais pas ;Maladie organique;Non ;Non;;;;Sensibiliser la population contre les facteurs de risque
24;Feminin ;Sud kivu;celibataire ;7;Universite Evangelique en Afrique ;OUI;Mes cours a l' universite \ Formation médicale Littérature scientifique / Livres  Expérience clinique  durant mon  Stages;1;0;0;1;1;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;0;1;1;1;1;1;1;0;0;;Tabagiste  Consomation d'alocool  Infections (e.g., HPV, hépatite B/C);1;1;0;0;1;0;0;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Faux ;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique  Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;1;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie  traitement paliatif ;1;1;0;0;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Non;Niveau bas d'éducation de la population et insuffisance de ressources en milieu hospitalier;Dépistage gratuit de certains cancers et vaccination;1;VRAI;Oui , beaucoup;Le cancer est une maladie traitable.;Non ;Non;;;;Créer des projets de soutien et prise en charge des patients souffrant des cancers
23;Feminin ;Nord kivu;celibataire ;11;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;cancer de l'uterus ;0;0;0;0;0;0;1;0;0;0;0;0;0;;Tabagiste  Consomation d'alocool  Infections (e.g., HPV, hépatite B/C);1;1;0;0;1;0;0;0;0;0;0;0;;Je ne sais pas ;VRAI;Vrai ;VRAI;Je ne sais pas ;Je ne sais pas ;Faux ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac;1;1;1;0;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie ;1;1;0;0;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;0;0;1;1;1;0;0;0;;Non;Équipement;Dépistage régulier;1;VRAI;Oui , beaucoup;Traitable;Non ;Non;;;;Dépistage regulier
26;Masculin;Nord kivu;celibataire ;14;Universite catholique de Graben ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;0;1;1;1;1;1;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Facteurs génétiques / Héréditaires;1;0;0;0;1;1;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;Je ne sais pas ;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Évitement des expositions environnementales Examen genetiques pour les familles a risque;1;1;1;0;1;1;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Therapie cible  Radiotherapie  traitement paliatif ;1;1;0;1;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Non;Manque information, vaccin et structure et personnel spécifique;Formation et dépistage de cancers;3;Je ne sais pas ;Oui , beaucoup;Trainable;Non ;Non;;;;Information de la communauté et dépistage
30;Masculin;Maniema ;Marié;16;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C);1;0;0;0;1;0;0;0;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;VRAI;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical);1;1;0;0;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie ;1;1;0;0;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Non;Éducation insuffisance à la population;Dépistage précoce et vaccination à toutes les filles en âge de procréation;2;VRAI;Oui , beaucoup;Une vraie maladie que la population ne parviens pas à comprendre jusqu'à présent que cette maladie existe;Non ;Non;;;;Prévention et prise en charge précoce
28;Masculin;Maniema ;Marié;2;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature;1;0;0;0;1;1;0;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;Faux ;VRAI;Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Évitement des expositions environnementales Examen genetiques pour les familles a risque;0;1;1;0;1;1;0;0;;Filles avant le début de la vie sexuelle;Faux ;;Chimiotherapie  Radiotherapie ;0;1;0;0;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Manque d'accès aux traitements ;0;1;0;0;0;0;0;0;0;;Non;Manque d'éducation, l'évolution lente de certains types de cancer, le problème de l'économie financière;Vaccination contre le vpm, le dépistage volontaire, renforcer la sensibilisation et l'éducation sur le cancer moyennant la formation de relais communautaires;5;VRAI;Non ;C'est une maladie traitable;Non ;Non;;;;Diagnostique plus tôt et prévenir d'avantage
26;Masculin;Maniema ;Marié;1;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale Médias (TV, radio, internet) Famille / Amis Littérature scientifique / Livres ;1;1;1;1;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;Cancer colorectal   Leucémie   Retinoblastome   cancer du sein  Lymphome  Meduloblastome  cancer de l'uterus  cancer des ovaires  cancer de poumons  Cancer de la prostate  cancer de la peau ;1;1;1;1;1;1;1;1;1;1;1;0;0;;Tabagiste  Consomation d'alocool  Mauvaise alimentation (e.g., excès de viande rouge, faible en fruits/légumes) Infections (e.g., HPV, hépatite B/C) Exposition à des substances chimiques / Pollution de la nature Mythes culturels ( sorcellerie);1;1;1;0;1;1;0;0;1;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;VRAI;VRAI;Vaccination (e.g., contre HPV) Dépistage régulier (e.g., mammographie, frottis cervical) Arrêt du tabac Alimentation saine et exercice physique ;1;1;1;1;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Immunotherapie  Therapie cible  Radiotherapie  traitement paliatif  Traitement traditionnel / Herbes ;1;1;1;1;1;1;1;0;0;;Améliorer la qualité de vie du patient et de sa famille;;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Niveau d'education de la population bas  Facteurs socioculturels (e.g., recours à la médecine traditionnelle)    Pauvreté / Manque de moyens financiers  ;1;1;1;1;1;1;0;0;0;;Non;les cancers ne sont pas détecter precocement;Traitement precoce;5;VRAI;Oui , beaucoup;Traitable;Oui;Oui;arriere grand parent ;Combinaison des deux ;Guérison  ;Le traitement doit être precocement
28;Feminin ;Maniema ;celibataire ;1;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une infection aiguë;1;0;0;0;0;; cancer du sein ;0;0;0;1;0;0;0;0;0;0;0;0;0;;Facteurs génétiques / Héréditaires;0;0;0;0;0;0;1;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;Je ne sais pas ;Faux ;Faux ;VRAI;Dépistage régulier (e.g., mammographie, frottis cervical);0;1;0;0;0;0;0;0;;Femmes de plus de 50 ans ;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie ;1;0;0;0;0;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Pauvreté / Manque de moyens financiers  ;0;0;0;0;0;1;0;0;0;;Non;Non manque de volonté de notre gouvernement;Donnez les conseils au personne touche et fait de campagne pour mobiliser tout ce lui qui est concerné du cancer;2;VRAI;Oui , moderement ;C'est une maladie traitable et non maudible;Non ;Non;;;;Conseil au gens qui fume de laisser à fumer, de faire de campagne de mobilisation pour c'est la qui sont moins informé que le cancer.
26;Masculin;Maniema ;celibataire ;1;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;;cancer de poumons ;0;0;0;0;0;0;0;0;1;0;0;0;0;;Tabagiste ;1;0;0;0;0;0;0;0;0;0;0;0;;Faux ;VRAI;Vrai ;VRAI;VRAI;Faux ;Je ne sais pas ;VRAI;Dépistage régulier (e.g., mammographie, frottis cervical);0;1;0;0;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Chirurgie  Chimiotherapie  Radiotherapie  traitement paliatif ;1;1;0;0;1;1;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif  Manque d'accès aux traitements  Insuffisance de ressources (e.g., équipements, personnel specialise dans sa prise en charge ) Pauvreté / Manque de moyens financiers  ;1;1;1;0;0;1;0;0;0;;Non;Manque de moyens financiers, non équipements de structures sanitaires,  manque des personnels bien formés au sujets du cancer;Autopalpation de sein et de testicule,  dépistage réguliers;1;Je ne sais pas ;Oui , moderement ;Traitable;Non ;Non;;;;Éduquer la population sur l'autopalpation des sein et testicule, equipé les structures sanitaires  et  former les personnels  médicales sur le cancer
27;Masculin;Maniema ;celibataire ;1;Universite de kindu ;OUI;Mes cours a l' universite \ Formation médicale;1;0;0;0;0;0;;Une prolifération incontrôlée de cellules anormales;0;1;0;0;0;; cancer du sein ;0;0;0;1;0;0;0;0;0;0;0;0;0;;Facteurs génétiques / Héréditaires;0;0;0;0;0;0;1;0;0;0;0;0;;Faux ;VRAI;Faux ;VRAI;VRAI;Faux ;VRAI;VRAI;Dépistage régulier (e.g., mammographie, frottis cervical);0;1;0;0;0;0;0;0;;Filles avant le début de la vie sexuelle;VRAI;si detecte et pris en charge au stade precoce ;Radiotherapie ;0;0;0;0;1;0;0;0;0;;Soulager la douleur et les autres symptômes (dyspnée, nausées, anxiété);;Diagnostic tardif ;1;0;0;0;0;0;0;0;0;;Non;Manque d'équipements et personnels;Dépistage précoce, vaccination;1;VRAI;Oui , beaucoup;Traitable si le dépistage est précoce;Non ;Oui;un oncle /Tente ;;;Renforcer les équipements dans les hôpitaux et maîtres les personnels qualifiés en cancérologie
