"age","sexe","province","statut_matrimonial","duree_stage","university","avoir_deja_entendu_cancer","source_information_cancer","source_information_cancer_formation_medicale","source_information_cancer_medias","source_information_cancer_famille_amis","source_information_cancer_litterature_scientifique_livres","source_information_cancer_experience_clinique_durant_mon_stages","source_information_cancer_autre","si_autre_precision","caracteristic_cancer","caracteristic_cancer_une_infection_aigue","caracteristic_cancer_une_proliferation_incontrolee_de_cellules_anormales","caracteristic_cancer_une_inflammation_passagere","caracteristic_cancer_une_reaction_allergique","caracteristic_cancer_autre","si_autre_precision_2","type_de_cancer_connu","type_de_cancer_connu_cancer_colorectal","type_de_cancer_connu_leucemie","type_de_cancer_connu_retinoblastome","type_de_cancer_connu_cancer_du_sein","type_de_cancer_connu_lymphome","type_de_cancer_connu_meduloblastome","type_de_cancer_connu_cancer_uterus","type_de_cancer_connu_cancer_des_ovaires","type_de_cancer_connu_cancer_de_poumons","type_de_cancer_conn_cancer_prostate","type_de_cancer_connu_cancer_peau","type_de_cancer_connu_aucun","type_de_cancer_connu_autre","type_de_cancer_connu_si_autre_precision","principaux_facteurs_de_risque","principaux_facteurs_de_risque_tabagiste","principaux_facteurs_de_risque_consomation_d_alocool","principaux_facteurs_de_risque_mauvaise_alimentation","principaux_facteurs_de_risque_manque_d_exercice_physique","principaux_facteurs_de_risque_infections","principaux_facteurs_de_risque_exposition_substances_chimiques","principaux_facteurs_de_risque_genetique_hereditaire","principaux_facteurs_de_risque_vieillissement","principaux_facteurs_de_risque_mythes_culturels_sorcellerie","principaux_facteurs_de_risque_aucun","principaux_facteurs_de_risque_je_ne_sais_pas","principaux_facteurs_de_risque_autre","principaux_facteurs_de_risque_si_autre_precision","le_cancer_touche_uniquement_les_personnes_agees","la_detection_precoce_ameliore_les_resultats_du_traitement","le_tabagisme_est_la_cause_la_plus_frequente_du_cancer","certaines_vaccination_peuvent_prevenir_certains_cancers","utilisation_d_ecrans_solaires_reduit_le_cancer_de_la_peau","le_cancer_est_toujours_hereditaire","le_cancer_du_sein_peut_toucher_les_hommes","hpylori_peut_conduire_au_cancer_gastrique","les_moyens_de_prevention_ou_de_depistage_du_cancer","les_moyens_de_prevention_ou_de_depistage_du_cancer_vaccination","les_moyens_de_prevention_ou_de_depistage_du_cancer_depistage_regulier","les_moyens_de_prevention_ou_de_depistage_du_cancer_arret_du_tabac","les_moyens_de_prevention_ou_de_depistage_du_cancer_alimentation_saine_et_exercice_physique","les_moyens_de_prevention_ou_de_depistage_du_cancer_evitement_des_expositions_environnementales","les_moyens_de_prevention_ou_de_depistage_du_cancer_examen_genetiques_pour_les_familles_a_risque","les_moyens_de_prevention_ou_de_depistage_du_cancer_aucun","les_moyens_de_prevention_ou_de_depistage_du_cancer_autre","les_moyens_de_prevention_ou_de_depistage_du_cancer_si_autre_precision","la_vaccination_contre_le_hpv_est_prioritairement_recommandee_chez","pense_que_le_cancer_peut_etre_gueri","si_vrai_quand","modalites_therapeutiques","modalites_therapeutiques_chirurgie","modalites_therapeutiques_chimiotherapie","modalites_therapeutiques_immunotherapie","modalites_therapeutiques_therapie_cible","modalites_therapeutiques_radiotherapie","modalites_therapeutiques_traitement_paliatif","modalites_therapeutiques_traitement_traditionnel","modalites_therapeutiques_je_ne_sais_pas","modalites_therapeutiques_autre","modalites_therapeutique_si_autre_precision","role_principal_des_soins_palliatifs","si_autre_precision_3","principales_causes_de_la_mortalite_elevee_due_au_cancer_en_rdc","principales_causes_diagnostic_tardif","principales_causes_manque_d_acces_aux_traitements","principales_causes_insuffisance_de_ressources","principales_causes_niveau_d_education_de_la_population_bas","principales_causes_facteurs_socioculturels","principales_causes_pauvrete_manque_de_moyens_financiers","principales_causes_je_ne_sais_pas","principales_causes_aucun","principales_causes_autre","principales_causes_si_autre_precision","pensez_vous_que_la_prevention_le_diagnostic_et_la_prise_en_charge_du_cancer_sont_adequates_en_rdc","si_non_quels_sont_les_raison","mesure_de_prevation_prioritaire_proposee_pour_lutter_contre_le_cancer_en_rdc","niveau_de_priorite_accordee_a_la_lutte_contre_le_cancer_en_rdc","pensez_vous_que_le_cancer_est_un_probleme_majeur_de_sante_publique_dans_la_sous_region_du_kivu","influence_des_mythes_et_traditions_sur_la_gestion_du_cancer","votre_perception_generale_du_cancer","antecedent_personnel_de_cancer","antecedent_familial_de_cancer","relation_avec_la_personne_atteinte","mode_de_traitement_observe_ou_vecu","evolution_observee","poposition_pour_ameliorer_la_lutte_contre_le_cancer_dans_la_sous_region_du_kivu"
29,"Masculin","Sud_kivu","celibataire_",9,"Universite_Officielle_de_Bukavu_(_UOB)","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Médias_(TV,_radio,_internet)_Littérature_scientifique_/_Livres_",1,1,0,1,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__Meduloblastome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,1,1,1,1,1,1,1,0,0,"","Facteurs_génétiques_/_Héréditaires",0,0,0,0,0,0,1,0,0,0,0,0,"","Faux_","VRAI","Faux_","VRAI","Je_ne_sais_pas_","Faux_","Je_ne_sais_pas_","VRAI","Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Évitement_des_expositions_environnementales_Examen_genetiques_pour_les_familles_a_risque",0,1,1,0,1,1,0,0,"","Femmes_de_plus_de_50_ans_","Faux_","","Chirurgie__Chimiotherapie__Immunotherapie__Therapie_cible__Radiotherapie__traitement_paliatif_",1,1,1,1,1,1,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Niveau_d'education_de_la_population_bas__Facteurs_socioculturels_(e.g.,_recours_à_la_médecine_traditionnelle)____Pauvreté_/_Manque_de_moyens_financiers__",1,1,1,1,1,1,0,0,0,"","Je_ne_sais_pas","","Dépistage_et_campagne_de_sensibilisation",4,"VRAI","Oui_,_moderement_","Traitable","Non_","Non","","","","Dépistage_et_sensibilisation"
26,"Masculin","Sud_kivu","celibataire_",9,"Universite_Officielle_de_Bukavu_(_UOB)","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Médias_(TV,_radio,_internet)_Littérature_scientifique_/_Livres__Expérience_clinique__durant_mon__Stages",1,1,0,1,1,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__Meduloblastome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,1,1,1,1,1,1,1,0,0,"","Tabagiste__Consomation_d'alocool__Mauvaise_alimentation_(e.g.,_excès_de_viande_rouge,_faible_en_fruits/légumes)_Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,1,1,0,1,1,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","Faux_","Faux_","VRAI","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Alimentation_saine_et_exercice_physique__Évitement_des_expositions_environnementales_Examen_genetiques_pour_les_familles_a_risque",1,1,1,1,1,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Immunotherapie__Therapie_cible__Radiotherapie__traitement_paliatif_",1,1,1,1,1,1,0,0,0,"","Améliorer_la_qualité_de_vie_du_patient_et_de_sa_famille","","Diagnostic_tardif_",1,0,0,0,0,0,0,0,0,"","Oui","","Lutter_contre_les_facteurs_favorisant",3,"VRAI","Oui_,_beaucoup","Maladie_traitable","Non_","Non","","","","Dépister_et_consulter"
25,"Feminin_","Sud_kivu","celibataire_",15,"Universite_Officielle_de_Bukavu_(_UOB)","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__Cancer_de_la_prostate_",1,1,1,1,1,0,0,0,0,1,0,0,0,"","Tabagiste__Consomation_d'alocool__Facteurs_génétiques_/_Héréditaires",1,1,0,0,0,0,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","Faux_","Faux_","VRAI","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Évitement_des_expositions_environnementales",1,1,1,0,1,0,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Immunotherapie__Therapie_cible__Radiotherapie__traitement_paliatif__Traitement_traditionnel_/_Herbes_",1,1,1,1,1,1,1,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Niveau_d'education_de_la_population_bas_",1,1,1,1,0,0,0,0,0,"","Oui","","Sensibilisation_et_dépistage",3,"Faux_","Oui_,_beaucoup","Curable","Non_","Non","","","","Organiser_des_séances_de_formations"
25,"Masculin","Nord_kivu","celibataire_",1,"Universite_catholique_de_Bukavu_(_UCB)_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Famille_/_Amis_Littérature_scientifique_/_Livres_",1,0,1,1,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__Meduloblastome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,1,1,1,1,1,1,1,0,0,"","Tabagiste__Consomation_d'alocool__Mauvaise_alimentation_(e.g.,_excès_de_viande_rouge,_faible_en_fruits/légumes)_Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature",1,1,1,0,1,1,0,0,0,0,0,0,"","Faux_","VRAI","Faux_","VRAI","VRAI","Faux_","VRAI","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Alimentation_saine_et_exercice_physique__Examen_genetiques_pour_les_familles_a_risque",1,1,1,1,0,1,0,0,"","Patients_avec_un_cancer_cervical_ou_autre_type_","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Immunotherapie__Therapie_cible__Radiotherapie__traitement_paliatif_",1,1,1,1,1,1,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Niveau_d'education_de_la_population_bas__Facteurs_socioculturels_(e.g.,_recours_à_la_médecine_traditionnelle)____Pauvreté_/_Manque_de_moyens_financiers__",1,1,1,1,1,1,0,0,0,"","Oui","","Vaccination,_éducation_de_la_population,_dépistage_gratuites_dans_des_zones_à_risques_et_dépistage_précoce",3,"Faux_","Oui_,_moderement_","Elle_est_traitable","Oui","Oui","un_oncle_/Tente_","Traitement_médical_conventionnel_(e.g.,_hôpital)_","Décès__","Campagne_et_éducation_de_la_population"
25,"Feminin_","Sud_kivu","celibataire_",7,"Universite_Evangelique_en_Afrique_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Expérience_clinique__durant_mon__Stages",1,0,0,0,1,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__cancer_de_l'uterus__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,0,0,1,0,1,1,1,0,0,"","Tabagiste__Consomation_d'alocool__Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature",1,1,0,0,0,1,0,0,0,0,0,0,"","Faux_","Je_ne_sais_pas_","Vrai_","VRAI","VRAI","Faux_","Faux_","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac",1,1,1,0,0,0,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","Faux_","","Chirurgie__Chimiotherapie__Immunotherapie__traitement_paliatif_",1,1,1,0,0,1,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif_",1,0,0,0,0,0,0,0,0,"","Oui","","Vaccination_et_éviter_le_tabac",2,"VRAI","Oui_,_beaucoup","Maladie_traitable","Non_","Non","","","","Adhésion_aux_traitements_et_à_la_prévention_Car_plus_ça_évolue_peut_être_metastasique_et_avoir_des_répercussions_sur_dautre_organe_(_prolifération)"
26,"Feminin_","Nord_kivu","celibataire_",11,"Universite_catholique_de_Graben_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Médias_(TV,_radio,_internet)_Famille_/_Amis_Expérience_clinique__durant_mon__Stages",1,1,1,0,1,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,1,0,1,1,1,1,1,0,0,"","Tabagiste__Mauvaise_alimentation_(e.g.,_excès_de_viande_rouge,_faible_en_fruits/légumes)_Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires_Vieillissement_(_age_)",1,0,1,0,1,1,1,1,0,0,0,0,"","Faux_","VRAI","Faux_","VRAI","Je_ne_sais_pas_","Faux_","Faux_","Je_ne_sais_pas_","Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Alimentation_saine_et_exercice_physique__Évitement_des_expositions_environnementales",0,1,1,1,1,0,0,0,"","Femmes_de_plus_de_50_ans_","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Radiotherapie_",1,1,0,0,1,0,0,0,0,"","Soutenir_laccompagnement_psychologique_et_spirituel","","Diagnostic_tardif__Niveau_d'education_de_la_population_bas__Facteurs_socioculturels_(e.g.,_recours_à_la_médecine_traditionnelle)____Pauvreté_/_Manque_de_moyens_financiers__",1,0,0,1,1,1,0,0,0,"","Non","Manque_des_spécialistes_en_oncologie_,_la_non_disponibilité_des_produits_et_leurs_coûts","Une_alimentation_saine,_arrêter_le_tabagisme_et_lalcoolisme,_chercher_un_moyen_de_prévention_chez_les_personnes_exposées_aux_rayons_ionisants",1,"VRAI","Oui_,_beaucoup","Maladie_traitable_si_diagnostiquée_à_temps_et_si_disponibilité_des_produits","Non_","Non","","","","Formation_des_personnels_de_santé_et_éducation_de_la_population"
25,"Feminin_","Nord_kivu","celibataire_",14,"Universite_catholique_de_Graben_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Expérience_clinique__durant_mon__Stages",1,0,0,0,1,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","_Leucémie____cancer_du_sein__cancer_de_l'uterus__Cancer_de_la_prostate__cancer_de_la_peau_",0,1,0,1,0,0,1,0,0,1,1,0,0,"","Infections_(e.g.,_HPV,_hépatite_B/C)_Facteurs_génétiques_/_Héréditaires",0,0,0,0,1,0,1,0,0,0,0,0,"","Faux_","VRAI","Je_ne_sais_pas_","Faux_","Faux_","Faux_","Faux_","Faux_","Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Examen_genetiques_pour_les_familles_a_risque",0,1,0,0,0,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","Je_ne_sais_pas_","","Chimiotherapie__Immunotherapie__Radiotherapie__traitement_paliatif_",0,1,1,0,1,1,0,0,0,"","Améliorer_la_qualité_de_vie_du_patient_et_de_sa_famille","","Diagnostic_tardif__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Niveau_d'education_de_la_population_bas__Facteurs_socioculturels_(e.g.,_recours_à_la_médecine_traditionnelle)___",1,0,1,1,1,0,0,0,0,"","Je_ne_sais_pas","","Depistage_regular",4,"VRAI","Oui_,_moderement_","Maladie_non_traitable","Non_","Non","","","","Le_diagnostic_rapide_Par_equipment_de_personnels_soignants_,"
25,"Feminin_","Nord_kivu","celibataire_",18,"Universite_catholique_de_Graben_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Médias_(TV,_radio,_internet)_Famille_/_Amis_Littérature_scientifique_/_Livres__Expérience_clinique__durant_mon__Stages",1,1,1,1,1,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__Meduloblastome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,1,1,1,1,1,1,1,0,0,"","Tabagiste__Consomation_d'alocool__Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,1,0,0,0,1,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","VRAI","Faux_","Je_ne_sais_pas_","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Évitement_des_expositions_environnementales_Examen_genetiques_pour_les_familles_a_risque",1,1,1,0,1,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Radiotherapie_",1,1,0,0,1,0,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Niveau_d'education_de_la_population_bas__Facteurs_socioculturels_(e.g.,_recours_à_la_médecine_traditionnelle)____Pauvreté_/_Manque_de_moyens_financiers__",1,1,1,1,1,1,0,0,0,"","Non","prévention_faible,_diagnostic_tardif,_accès_limité_aux_traitements","Vaccination_HPV_+_hépatite_B,__Lutte_contre_tabac/alcool,__Dépistage_du_cancer_du_col_(très_prioritaire),__Sensibilisation_de_la_population,__Renforcement_des_soins_de_santé_primaires",5,"VRAI","Oui_,_beaucoup","Traitable_si_prise_en_charge_à_temps","Non_","Oui","un_oncle_/Tente_","","","prévention,_dépistage_simple,__organisation_du_système"
25,"Feminin_","Nord_kivu","celibataire_",10,"Universite_catholique_de_Graben_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__cancer_de_l'uterus__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,0,0,1,0,1,1,1,0,0,"","Tabagiste__Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires_Vieillissement_(_age_)",1,0,0,0,1,1,1,1,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","Je_ne_sais_pas_","Faux_","VRAI","VRAI","Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Évitement_des_expositions_environnementales_Examen_genetiques_pour_les_familles_a_risque",0,1,1,0,1,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Radiotherapie__traitement_paliatif_",1,1,0,0,1,1,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Pauvreté_/_Manque_de_moyens_financiers__",1,1,1,0,0,1,0,0,0,"","Non","Manque_déquipements_et_centre_doncologie","Depistage",2,"VRAI","Oui_,_beaucoup","Traitable","Non_","Oui","un_oncle_/Tente_","","","Avoir_un_centre_specialisé_doncologie"
22,"Feminin_","Sud_kivu","celibataire_",3,"Universite_Officielle_de_Bukavu_(_UOB)","OUI","Famille_/_Amis",0,0,1,0,0,0,"","Une_infection_aiguë",1,0,0,0,0,"","_cancer_du_sein__cancer_des_ovaires__Cancer_de_la_prostate_",0,0,0,1,0,0,0,1,0,1,0,0,0,"","Tabagiste__Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,0,0,0,1,1,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","Je_ne_sais_pas_","Faux_","Je_ne_sais_pas_","Je_ne_sais_pas_","Vaccination_(e.g.,_contre_HPV)_Arrêt_du_tabac_Alimentation_saine_et_exercice_physique__Examen_genetiques_pour_les_familles_a_risque",1,0,1,1,0,1,0,0,"","Femmes_de_plus_de_50_ans_","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chimiotherapie_",0,1,0,0,0,0,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements_",1,1,0,0,0,0,0,0,0,"","Je_ne_sais_pas","","La_vaccination",2,"VRAI","Je_ne_sais_pas_","Traitable","Non_","Oui","Un_parent_","","","La_sensibilisation_au_vaccin_et_au_consultation_régulière"
26,"Masculin","Sud_kivu","celibataire_",9,"Universite_Officielle_de_Bukavu_(_UOB)","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__cancer_de_poumons__Cancer_de_la_prostate_",1,1,1,1,1,0,0,0,1,1,0,0,0,"","Tabagiste__Consomation_d'alocool__Mauvaise_alimentation_(e.g.,_excès_de_viande_rouge,_faible_en_fruits/légumes)_Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,1,1,0,1,1,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","Faux_","Faux_","VRAI","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Alimentation_saine_et_exercice_physique_",1,1,0,1,0,0,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_pris_en_charge_dans_un_centre_specialise_de_cancerologie_","Chirurgie__Chimiotherapie__Immunotherapie__Therapie_cible__Radiotherapie_",1,1,1,1,1,0,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Niveau_d'education_de_la_population_bas__Pauvreté_/_Manque_de_moyens_financiers__",1,1,1,1,0,1,0,0,0,"","Non","Manque_des_moyens_financiers","Dépistage_précoce",2,"VRAI","Oui_,_beaucoup","Non","Non_","Non","","","","Sensibiliser_les_populations_pour_la_prévention_des_certains_cancers"
35,"Feminin_","Sud_kivu","Marié",9,"Universite_Officielle_de_Bukavu_(_UOB)","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Médias_(TV,_radio,_internet)_Famille_/_Amis_Littérature_scientifique_/_Livres__Expérience_clinique__durant_mon__Stages",1,1,1,1,1,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__Meduloblastome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,1,1,1,1,1,1,1,0,0,"","Tabagiste__Consomation_d'alocool__Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,1,0,0,1,1,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","VRAI","Faux_","Faux_","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Examen_genetiques_pour_les_familles_a_risque",1,1,1,0,0,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Radiotherapie__traitement_paliatif_",1,1,0,0,1,1,0,0,0,"","Soutenir_laccompagnement_psychologique_et_spirituel","","Diagnostic_tardif_",1,0,0,0,0,0,0,0,0,"","Oui","","Le_dépistage_précoce",5,"VRAI","Oui_,_beaucoup","Maladie_traitable","Non_","Non","","","","Le_dépistage_précoce"
25,"Feminin_","Sud_kivu","celibataire_",9,"Universite_Officielle_de_Bukavu_(_UOB)","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__Meduloblastome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,1,1,1,1,1,1,1,0,0,"","Tabagiste__Mauvaise_alimentation_(e.g.,_excès_de_viande_rouge,_faible_en_fruits/légumes)_Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,0,1,0,1,1,1,0,0,0,0,0,"","Faux_","VRAI","Je_ne_sais_pas_","VRAI","Je_ne_sais_pas_","Faux_","VRAI","Je_ne_sais_pas_","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Alimentation_saine_et_exercice_physique__Évitement_des_expositions_environnementales",1,1,1,1,1,0,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Immunotherapie__Radiotherapie_",1,1,1,0,1,0,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)",1,1,1,0,0,0,0,0,0,"","Non","Maque_des_vaccins,_le_diagnostic_est_posé_tardivement_et_les_médicaments_sont_inaccessibles","Disponibiliser_des_mesures_accessibles_pour_le_dépistage_pour_tous",1,"VRAI","Je_ne_sais_pas_","Traitable","Non_","Non","","","","Un_dépistage_gratuite_serait_bénéfique_pour_un_diagnostic_précoce"
