"age","sexe","province","statut_matrimonial","duree_stage","university","avoir_deja_entendu_cancer","source_information_cancer","source_information_cancer_formation_medicale","source_information_cancer_medias","source_information_cancer_famille_amis","source_information_cancer_litterature_scientifique_livres","source_information_cancer_experience_clinique_durant_mon_stages","source_information_cancer_autre","si_autre_precision","caracteristic_cancer","caracteristic_cancer_une_infection_aigue","caracteristic_cancer_une_proliferation_incontrolee_de_cellules_anormales","caracteristic_cancer_une_inflammation_passagere","caracteristic_cancer_une_reaction_allergique","caracteristic_cancer_autre","si_autre_precision_2","type_de_cancer_connu","type_de_cancer_connu_cancer_colorectal","type_de_cancer_connu_leucemie","type_de_cancer_connu_retinoblastome","type_de_cancer_connu_cancer_du_sein","type_de_cancer_connu_lymphome","type_de_cancer_connu_meduloblastome","type_de_cancer_connu_cancer_uterus","type_de_cancer_connu_cancer_des_ovaires","type_de_cancer_connu_cancer_de_poumons","type_de_cancer_conn_cancer_prostate","type_de_cancer_connu_cancer_peau","type_de_cancer_connu_aucun","type_de_cancer_connu_autre","type_de_cancer_connu_si_autre_precision","principaux_facteurs_de_risque","principaux_facteurs_de_risque_tabagiste","principaux_facteurs_de_risque_consomation_d_alocool","principaux_facteurs_de_risque_mauvaise_alimentation","principaux_facteurs_de_risque_manque_d_exercice_physique","principaux_facteurs_de_risque_infections","principaux_facteurs_de_risque_exposition_substances_chimiques","principaux_facteurs_de_risque_genetique_hereditaire","principaux_facteurs_de_risque_vieillissement","principaux_facteurs_de_risque_mythes_culturels_sorcellerie","principaux_facteurs_de_risque_aucun","principaux_facteurs_de_risque_je_ne_sais_pas","principaux_facteurs_de_risque_autre","principaux_facteurs_de_risque_si_autre_precision","le_cancer_touche_uniquement_les_personnes_agees","la_detection_precoce_ameliore_les_resultats_du_traitement","le_tabagisme_est_la_cause_la_plus_frequente_du_cancer","certaines_vaccination_peuvent_prevenir_certains_cancers","utilisation_d_ecrans_solaires_reduit_le_cancer_de_la_peau","le_cancer_est_toujours_hereditaire","le_cancer_du_sein_peut_toucher_les_hommes","hpylori_peut_conduire_au_cancer_gastrique","les_moyens_de_prevention_ou_de_depistage_du_cancer","les_moyens_de_prevention_ou_de_depistage_du_cancer_vaccination","les_moyens_de_prevention_ou_de_depistage_du_cancer_depistage_regulier","les_moyens_de_prevention_ou_de_depistage_du_cancer_arret_du_tabac","les_moyens_de_prevention_ou_de_depistage_du_cancer_alimentation_saine_et_exercice_physique","les_moyens_de_prevention_ou_de_depistage_du_cancer_evitement_des_expositions_environnementales","les_moyens_de_prevention_ou_de_depistage_du_cancer_examen_genetiques_pour_les_familles_a_risque","les_moyens_de_prevention_ou_de_depistage_du_cancer_aucun","les_moyens_de_prevention_ou_de_depistage_du_cancer_autre","les_moyens_de_prevention_ou_de_depistage_du_cancer_si_autre_precision","la_vaccination_contre_le_hpv_est_prioritairement_recommandee_chez","pense_que_le_cancer_peut_etre_gueri","si_vrai_quand","modalites_therapeutiques","modalites_therapeutiques_chirurgie","modalites_therapeutiques_chimiotherapie","modalites_therapeutiques_immunotherapie","modalites_therapeutiques_therapie_cible","modalites_therapeutiques_radiotherapie","modalites_therapeutiques_traitement_paliatif","modalites_therapeutiques_traitement_traditionnel","modalites_therapeutiques_je_ne_sais_pas","modalites_therapeutiques_autre","modalites_therapeutique_si_autre_precision","role_principal_des_soins_palliatifs","si_autre_precision_3","principales_causes_de_la_mortalite_elevee_due_au_cancer_en_rdc","principales_causes_diagnostic_tardif","principales_causes_manque_d_acces_aux_traitements","principales_causes_insuffisance_de_ressources","principales_causes_niveau_d_education_de_la_population_bas","principales_causes_facteurs_socioculturels","principales_causes_pauvrete_manque_de_moyens_financiers","principales_causes_je_ne_sais_pas","principales_causes_aucun","principales_causes_autre","principales_causes_si_autre_precision","pensez_vous_que_la_prevention_le_diagnostic_et_la_prise_en_charge_du_cancer_sont_adequates_en_rdc","si_non_quels_sont_les_raison","mesure_de_prevation_prioritaire_proposee_pour_lutter_contre_le_cancer_en_rdc","niveau_de_priorite_accordee_a_la_lutte_contre_le_cancer_en_rdc","pensez_vous_que_le_cancer_est_un_probleme_majeur_de_sante_publique_dans_la_sous_region_du_kivu","influence_des_mythes_et_traditions_sur_la_gestion_du_cancer","votre_perception_generale_du_cancer","antecedent_personnel_de_cancer","antecedent_familial_de_cancer","relation_avec_la_personne_atteinte","mode_de_traitement_observe_ou_vecu","evolution_observee","poposition_pour_ameliorer_la_lutte_contre_le_cancer_dans_la_sous_region_du_kivu"
29,"Masculin","Maniema_","celibataire_",12,"Universite_de_kindu_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Lymphome_",0,0,0,0,1,0,0,0,0,0,0,0,0,"","je_ne_sais_pas_",0,0,0,0,0,0,0,0,0,0,1,0,"","VRAI","VRAI","Je_ne_sais_pas_","Faux_","VRAI","Faux_","Faux_","Je_ne_sais_pas_","Évitement_des_expositions_environnementales",0,0,0,0,1,0,0,0,"","Femmes_de_plus_de_50_ans_","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chimiotherapie_",0,1,0,0,0,0,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif_",1,0,0,0,0,0,0,0,0,"","Oui","","Chimiothérapie",5,"VRAI","Non_","Traitable","Non_","Non","","","","Je_ne_sais_pas"
25,"Masculin","Maniema_","celibataire_",16,"Universite_de_kindu_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","_Leucémie____cancer_du_sein__cancer_de_l'uterus__cancer_des_ovaires__Cancer_de_la_prostate__cancer_de_la_peau_",0,1,0,1,0,0,1,1,0,1,1,0,0,"","Tabagiste__Consomation_d'alocool__Mauvaise_alimentation_(e.g.,_excès_de_viande_rouge,_faible_en_fruits/légumes)_Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires_Vieillissement_(_age_)",1,1,1,0,1,1,1,1,0,0,0,0,"","Faux_","VRAI","Faux_","VRAI","VRAI","Faux_","Faux_","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Examen_genetiques_pour_les_familles_a_risque",1,1,0,0,0,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Immunotherapie__Therapie_cible__Radiotherapie__traitement_paliatif_",1,1,1,1,1,1,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Niveau_d'education_de_la_population_bas_",0,0,1,1,0,0,0,0,0,"","Oui","","Réduction_des_facteurs_de_risques_,_vaccination,_sensibilisé_la_population,_instauré_un_système_de_santé_publique_contre_les_cancers",5,"VRAI","Oui_,_beaucoup","Traitable","Non_","Non","","","","Améliorer_les_compétences_locales,_miser_sur_la_prévention_et_le_dépistage_précoce,_décentraliser_les_services_de_diagnostic"
25,"Feminin_","Sud_kivu","celibataire_",7,"Universite_Evangelique_en_Afrique_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__Meduloblastome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,1,1,1,1,1,1,1,0,0,"","Tabagiste__Facteurs_génétiques_/_Héréditaires",1,0,0,0,0,0,1,0,0,0,0,0,"","Faux_","VRAI","Faux_","Faux_","Faux_","Faux_","Faux_","VRAI","Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Examen_genetiques_pour_les_familles_a_risque",0,1,1,0,0,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Radiotherapie_",1,1,0,0,1,0,0,0,0,"","Améliorer_la_qualité_de_vie_du_patient_et_de_sa_famille","","Diagnostic_tardif_",1,0,0,0,0,0,0,0,0,"","Non","Manque_dinformation_sur_les_mesures_de_prévention","Dépistage_régulier",5,"VRAI","Oui_,_moderement_","Traitable","Non_","Non","","","","Mettre_à_la_porté_des_populations_les_moyens_de_dépistage"
26,"Masculin","Sud_kivu","celibataire_",7,"Universite_Evangelique_en_Afrique_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Littérature_scientifique_/_Livres__Expérience_clinique__durant_mon__Stages",1,0,0,1,1,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie____cancer_du_sein_",1,1,0,1,0,0,0,0,0,0,0,0,0,"","Tabagiste__Consomation_d'alocool__Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,1,0,0,1,1,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","Je_ne_sais_pas_","VRAI","Faux_","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Évitement_des_expositions_environnementales_Examen_genetiques_pour_les_familles_a_risque",1,1,1,0,1,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Radiotherapie__traitement_paliatif_",1,1,0,0,1,1,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Niveau_d'education_de_la_population_bas__Facteurs_socioculturels_(e.g.,_recours_à_la_médecine_traditionnelle)____Pauvreté_/_Manque_de_moyens_financiers__",1,1,1,1,1,1,0,0,0,"","Non","Insuffisance_du_personnel_médical,_matériels_médicaux_et_population_non_informée","Éducation_communautaire",4,"Faux_","Oui_,_beaucoup","C'est_une_maladie_pouvant_être_traitable_ou_pas","Non_","Non","","","","Éducation_physique,_équiper_les_hôpitaux_par_le_personnel_et_les_matériels_nécessaires"
25,"Masculin","Maniema_","celibataire_",2,"Universite_de_kindu_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","_Leucémie___Retinoblastome___cancer_du_sein__Lymphome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",0,1,1,1,1,0,1,1,1,1,1,0,0,"","Tabagiste__Consomation_d'alocool__Mauvaise_alimentation_(e.g.,_excès_de_viande_rouge,_faible_en_fruits/légumes)_Infections_(e.g.,_HPV,_hépatite_B/C)_Vieillissement_(_age_)",1,1,1,0,1,0,0,1,0,0,0,0,"","Faux_","VRAI","Faux_","VRAI","Faux_","Faux_","Faux_","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Examen_genetiques_pour_les_familles_a_risque",1,1,1,0,0,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","Faux_","","Chirurgie__Chimiotherapie__Therapie_cible_",1,1,0,1,0,0,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Niveau_d'education_de_la_population_bas_",1,0,1,1,0,0,0,0,0,"","Oui","","Mesure_prioritaire_est_de_se_faire_dépister_à_temps",3,"VRAI","Oui_,_moderement_","Traitable","Non_","Oui","arriere_grand_parent_","","","L'intervention_de_L'OMS"
24,"Masculin","Maniema_","celibataire_",2,"Universite_de_kindu_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Médias_(TV,_radio,_internet)_Littérature_scientifique_/_Livres_",1,1,0,1,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__Meduloblastome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,1,1,1,1,1,1,1,0,0,"","Tabagiste__Consomation_d'alocool__Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires_Vieillissement_(_age_)",1,1,0,0,1,1,1,1,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","Faux_","Faux_","VRAI","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Alimentation_saine_et_exercice_physique__Évitement_des_expositions_environnementales_Examen_genetiques_pour_les_familles_a_risque",1,1,1,1,1,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Immunotherapie__Therapie_cible__Radiotherapie_",1,1,1,1,1,0,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Niveau_d'education_de_la_population_bas__Facteurs_socioculturels_(e.g.,_recours_à_la_médecine_traditionnelle)____Pauvreté_/_Manque_de_moyens_financiers__",1,1,1,1,1,1,0,0,0,"","Non","Parcequil_existe_encore_un_taux_de_mortalité_élévé_dû_à_certains_cancers_(ex._du_sein,_du_col)","Disponibilisé_les_outils_de_dépistage_et_sassurer_que_la_population_concernée_à_été_depisté,_donc_celà_doit_être_gratuit_et_accessible_à_tous;_informé_et_éduqué_la_communauté_sur_les_conséquences_des_cancers;",5,"VRAI","Oui_,_beaucoup","Traitable","Non_","Non","","","","Éduqué_et_informé_la_population;_renforcer_le_dépistage_pour_permettre_le_diagnostic_des_cancers_au_stade_précoce;_laccesibilité_gratuite_aux_soins"
28,"Masculin","Nord_kivu","celibataire_",15,"Universite_catholique_de_Graben_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Médias_(TV,_radio,_internet)_Famille_/_Amis_Littérature_scientifique_/_Livres__Expérience_clinique__durant_mon__Stages",1,1,1,1,1,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,1,0,1,1,1,1,1,0,0,"","Tabagiste__Consomation_d'alocool__Infections_(e.g.,_HPV,_hépatite_B/C)",1,1,0,0,1,0,0,0,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","Je_ne_sais_pas_","Faux_","VRAI","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Alimentation_saine_et_exercice_physique__Évitement_des_expositions_environnementales",1,1,1,1,1,0,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Radiotherapie__traitement_paliatif_",1,1,0,0,1,1,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Niveau_d'education_de_la_population_bas__Facteurs_socioculturels_(e.g.,_recours_à_la_médecine_traditionnelle)___",1,1,0,1,1,0,0,0,0,"","Non","Manque_d'équipements","Sensibilisation_de_la_population",4,"VRAI","Oui_,_beaucoup","Traitable","Non_","Oui","Grand_parents_","","","Sensibilisation_de_la_population,_formation_des_personnels"
25,"Feminin_","Hors_pays_","celibataire_",9,"Universite_Libre_des_grand_LACS_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Médias_(TV,_radio,_internet)_Expérience_clinique__durant_mon__Stages",1,1,0,0,1,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__Meduloblastome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,1,1,1,1,1,1,1,0,0,"","Tabagiste__Consomation_d'alocool__Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,1,0,0,1,1,1,0,0,0,0,0,"","Faux_","VRAI","Faux_","VRAI","Faux_","VRAI","VRAI","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Évitement_des_expositions_environnementales_Examen_genetiques_pour_les_familles_a_risque",1,1,1,0,1,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","Faux_","","Chirurgie__Chimiotherapie__Immunotherapie__Therapie_cible__Radiotherapie__traitement_paliatif_",1,1,1,1,1,1,0,0,0,"","Soutenir_laccompagnement_psychologique_et_spirituel","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Niveau_d'education_de_la_population_bas__Facteurs_socioculturels_(e.g.,_recours_à_la_médecine_traditionnelle)____Pauvreté_/_Manque_de_moyens_financiers__",1,1,1,1,1,1,0,0,0,"","Non","La_pauvreté_,_les_ressources_limitées","Dépistage_précoce_,_éducation_de_la_population",2,"VRAI","Oui_,_beaucoup","Maladie_difficile_à_gérer","Non_","Oui","Grand_parents_","","","Dépistage_précoce,_éducation_de_la_population"
26,"Feminin_","Sud_kivu","celibataire_",9,"Universite_Libre_des_grand_LACS_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Littérature_scientifique_/_Livres_",1,0,0,1,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__cancer_de_l'uterus__cancer_de_poumons__Cancer_de_la_prostate_",1,1,1,1,1,0,1,0,1,1,0,0,0,"","Tabagiste__Infections_(e.g.,_HPV,_hépatite_B/C)_Facteurs_génétiques_/_Héréditaires",1,0,0,0,1,0,1,0,0,0,0,0,"","Faux_","VRAI","Faux_","VRAI","Faux_","Faux_","Faux_","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Évitement_des_expositions_environnementales_Examen_genetiques_pour_les_familles_a_risque",1,1,0,0,1,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Radiotherapie_",1,1,0,0,1,0,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Pauvreté_/_Manque_de_moyens_financiers__",0,0,0,0,0,1,0,0,0,"","Non","Manque_des_équipements","Vaccination",3,"VRAI","Oui_,_moderement_","C'est_une_maladie","Non_","Non","","","","Campagne_de_dépistage_et_de_vaccination"
29,"Masculin","Nord_kivu","celibataire_",9,"Universite_Libre_des_grand_LACS_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Famille_/_Amis_Littérature_scientifique_/_Livres_",1,0,1,1,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,0,0,1,1,1,1,1,0,0,"","Tabagiste__Consomation_d'alocool__Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Vieillissement_(_age_)",1,1,0,0,1,1,0,1,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","Faux_","VRAI","VRAI","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac_Alimentation_saine_et_exercice_physique_",1,1,1,1,0,0,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Radiotherapie_",1,1,0,0,1,0,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Niveau_d'education_de_la_population_bas__Facteurs_socioculturels_(e.g.,_recours_à_la_médecine_traditionnelle)___",1,0,1,1,1,0,0,0,0,"","Non","Resources_très_faible","Disponibiliser_les_resources",3,"VRAI","Oui_,_beaucoup","Traitable","Non_","Non","","","","Dépistage_précoce_à_toute_les_personnes"
28,"Masculin","Nord_kivu","celibataire_",11,"Universite_GOMA_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","_Leucémie___cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate_",0,1,0,0,0,0,1,1,1,1,0,0,0,"","Tabagiste__Mauvaise_alimentation_(e.g.,_excès_de_viande_rouge,_faible_en_fruits/légumes)_Infections_(e.g.,_HPV,_hépatite_B/C)_Vieillissement_(_age_)",1,0,1,0,1,0,0,1,0,0,0,0,"","Je_ne_sais_pas_","VRAI","Vrai_","VRAI","Je_ne_sais_pas_","Je_ne_sais_pas_","Faux_","VRAI","Vaccination_(e.g.,_contre_HPV)_Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Arrêt_du_tabac",1,1,1,0,0,0,0,0,"","Femmes_de_plus_de_50_ans_","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Immunotherapie__Therapie_cible__traitement_paliatif_",1,1,1,1,0,1,0,0,0,"","Soutenir_laccompagnement_psychologique_et_spirituel","","Diagnostic_tardif__Manque_d'accès_aux_traitements__Niveau_d'education_de_la_population_bas__Pauvreté_/_Manque_de_moyens_financiers__",1,1,0,1,0,1,0,0,0,"","Non","Manque_de_spécialités_en_cancérologie_et_le_traitement","Dépistage_précoce",1,"VRAI","Oui_,_beaucoup","Traitable","Non_","Non","","","","Avoir_un_centre_de_cancérologie"
27,"Masculin","Nord_kivu","celibataire_",11,"Universite_GOMA_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale_Expérience_clinique__durant_mon__Stages",1,0,0,0,1,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","Cancer_colorectal___Leucémie___Retinoblastome___cancer_du_sein__Lymphome__Meduloblastome__cancer_de_l'uterus__cancer_des_ovaires__cancer_de_poumons__Cancer_de_la_prostate__cancer_de_la_peau_",1,1,1,1,1,1,1,1,1,1,1,0,0,"","Tabagiste__Consomation_d'alocool__Infections_(e.g.,_HPV,_hépatite_B/C)_Exposition_à_des_substances_chimiques_/_Pollution_de_la_nature_Facteurs_génétiques_/_Héréditaires",1,1,0,0,1,1,1,0,0,0,0,0,"","Faux_","VRAI","Vrai_","VRAI","Faux_","Faux_","VRAI","VRAI","Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)_Examen_genetiques_pour_les_familles_a_risque",0,1,0,0,0,1,0,0,"","Filles_avant_le_début_de_la_vie_sexuelle","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chirurgie__Chimiotherapie__Radiotherapie_",1,1,0,0,1,0,0,0,0,"","Soulager_la_douleur_et_les_autres_symptômes_(dyspnée,_nausées,_anxiété)","","Diagnostic_tardif__Insuffisance_de_ressources_(e.g.,_équipements,_personnel_specialise_dans_sa_prise_en_charge_)_Niveau_d'education_de_la_population_bas__Facteurs_socioculturels_(e.g.,_recours_à_la_médecine_traditionnelle)____Pauvreté_/_Manque_de_moyens_financiers__",1,0,1,1,1,1,0,0,0,"","Non","Sensibilisation_insuffisante_et_manque_d'équipements","Manque_d'équipements",1,"VRAI","Oui_,_beaucoup","Maladie_traitable","Non_","Non","","","","Sensibilisation_et_disposition_d'équipements_nécessaire_pour_la_prise_en_charge_et_dépistage_précoce"
29,"Masculin","Maniema_","celibataire_",14,"Universite_de_kindu_","OUI","Mes_cours_a_l'_universite_\_Formation_médicale",1,0,0,0,0,0,"","Une_prolifération_incontrôlée_de_cellules_anormales",0,1,0,0,0,"","_cancer_du_sein_",0,0,0,1,0,0,0,0,0,0,0,0,0,"","Facteurs_génétiques_/_Héréditaires",0,0,0,0,0,0,1,0,0,0,0,0,"","Faux_","VRAI","Faux_","Faux_","Faux_","Faux_","Faux_","VRAI","Dépistage_régulier_(e.g.,_mammographie,_frottis_cervical)",0,1,0,0,0,0,0,0,"","Hommes_âgés_uniquement","VRAI","si_detecte_et_pris_en_charge_au_stade_precoce_","Chimiotherapie_",0,1,0,0,0,0,0,0,0,"","Améliorer_la_qualité_de_vie_du_patient_et_de_sa_famille","","Diagnostic_tardif_",1,0,0,0,0,0,0,0,0,"","Oui","","Mesures_préventives",5,"VRAI","Oui_,_moderement_","Maladie_traitable","Non_","Non","","","","La_solution_est_d'être_dépister_précoce_et_traité_précocement"
